4tzmCT04wTAbbiZFKo2cPQ,36.0418002,-115.1906076,4.5,125,"[u'Wheel & Rim Repair', u'Automotive', u'Tires', u'Auto Parts & Supplies']","Discount Tire Store - Las Vegas, NV"
42TfdCOVUv03szlNa6f9pg,36.046987,-115.1829358,4.5,3,"[u'Office Equipment', u'Shopping', u'Home & Garden', u'Furniture Stores']",New Life Office
Fw1avANNIrg-OEDd2uJFRQ,36.1629318,-115.15825,1.0,4,"[u'Fashion', u'Shopping']",Guess Outlet
kWWNy5NT2RRqXi0aycV5Fw,36.07804,-115.278238,2.5,3,"[u'Health & Medical', u'Infectious Disease Specialists', u'Doctors']",Infectious Disease Associates
fOzbCeNnB1_mIb-RR4zw1g,36.004894,-114.941267,3.5,15,"[u'American (Traditional)', u'Restaurants']",Wild Grill
InDH4ZQ_byiQ5PyaqgHI8Q,36.177516,-115.173218,2.0,6,"[u'Barbeque', u'Restaurants', u'Southern']",Big Mama's Soul Food Rib Shack
G_wqVaqV3TBsZPAIIRCU-Q,36.0413460255,-115.102552741,2.5,41,"[u'Food', u'Bakeries', u'Florists', u'Flowers & Gifts', u'Shopping', u'Grocery']",Vons
22DUskI_ynXGjMT8prY37g,36.046123,-115.0755514,3.0,8,"[u'Active Life', u'Recreation Centers']",Silver Springs Recreational Center
NwRMjJTq3QeJpzfbP0I5ew,36.0297703,-115.0856018,4.0,4,"[u'General Dentistry', u'Dentists', u'Health & Medical']",Pebble Family Dentistry
piGQNN6ECbSC0agHhvoVeg,36.0194746369,-115.117385387,4.0,221,"[u'Beauty & Spas', u'Nail Salons']",Luxy Nail Salon
WleVOQ9YhBYl4SWrlsLDhA,36.1591089,-115.2509355,3.5,6,"[u'Restaurants', u'Burgers', u'Local Flavor', u'Barbeque']",Red Apple Grill
ktGhPGyBLgAjHI90EHFS4w,36.1641707672,-115.289314807,4.5,52,"[u'Beauty & Spas', u'Day Spas', u'Hair Removal', u'Waxing']",European Wax Center
gMUAn6xcuE-TbY1seFw_Ww,36.29733,-115.270268,4.5,132,"[u'Desserts', u'Food', u'Pizza', u'Restaurants', u'Bakeries']",Presto Calzone Bakery
LlUCcvt-PnFN9QB_33e8sA,36.2815921,-115.266732,3.5,4,"[u'General Dentistry', u'Health & Medical', u'Dentists', u'Cosmetic Dentists', u'Periodontists']","Frank Bruno, DMD - Comprehensive Dentistry"
kUntNQ5P9IrRzEoHdRxV-w,36.271169,-115.2677588,3.5,74,"[u'Restaurants', u'Pizza']",Mark Rich's New York Pizza & Pasta
EU3DE9JD5kFcgchB_P4LNw,36.2699064,-115.2628727,5.0,82,"[u'Shopping', u'Furniture Stores', u'Home & Garden', u'Mattresses']",Best Mattress
ZQABM9tbbMKBBmMPCAe2uA,36.2815367168,-115.286815456,4.0,12,"[u'Shopping', u'Home Health Care', u'Health & Medical', u'Drugstores', u'Vitamins & Supplements']",The Vitamin Shoppe
wRS_Ct8nxHrTZOj4rWseDw,36.1727482487,-115.223740004,3.5,3,"[u'Health & Medical', u'Doctors', u'Family Practice']","Machuca, Rogelio, MD"
3FB8FiwImxq5eL2GlBF3EQ,36.1701789,-115.1963847,2.5,5,"[u'Tires', u'Auto Repair', u'Automotive']",Bruce Scher's Tires
ktAYPbPwmV7cWH-RWwihpA,35.972629,-114.912004,4.0,14,"[u'Restaurants', u'Steakhouses']",The Steakhouse at The Pass
0lLaPO8KMPCkCMDjsVX5JA,36.1664205,-115.1462142,3.0,4,[u'Public Services & Government'],Jury Commissioner - Eighth Judicial District Court
--lpHMVmkCuji0ZrpHtXEA,36.002833,-115.102344,5.0,3,"[u'Medical Spas', u'Skin Care', u'Health & Medical', u'Beauty & Spas', u'Laser Hair Removal', u'Hair Removal']",SkinRN
X8ghBiF71rVRzt-lneu3MQ,35.9911107,-115.1027119,4.0,29,"[u'Sewing & Alterations', u'Local Services', u'Dry Cleaning & Laundry']",Village East Cleaners & Alterations
bmm5F5smQrHCEkFYjwrQ9w,36.0631777,-115.0441066,1.5,66,"[u'Professional Services', u'Television Service Providers', u'Home Services', u'Internet Service Providers']",CenturyLink
-vb_yx5QnIhpXUIdPVD2og,36.1948912,-115.2051145,3.5,7,"[u'Restaurants', u'Chinese']",Fair View Chinese Cuisine
Kcho1HkXj_Ly8GDL8kjqeQ,36.2165934,-115.2445735,4.5,12,"[u'Watch Repair', u'Shopping', u'Jewelry', u'Jewelry Repair', u'Watches', u'Local Services']",The Neighborhood Jeweler
FcegSvNZer-YZ9t8dMwe5A,36.1605691,-115.3208852,1.5,20,"[u'Local Services', u'Dry Cleaning & Laundry']",Fazio Cleaners
NbskmuGQUsnxnvsuqkQj1Q,36.1605691,-115.3208852,1.0,4,"[u'Professional Services', u'Employment Agencies', u'Arts & Entertainment', u'Talent Agencies']",Red Talent Agency
q0rAq1YMqm44ku2ihk747Q,36.3080534,-115.282095,5.0,10,"[u'Local Services', u'Pest Control']",Surefire Pest Control
3X7dy9FD3fQ8fQ-WBBzDMw,36.103953,-115.136215,4.0,165,"[u'Nightlife', u'Arts & Entertainment', u'Music Venues', u'Bars', u'Pubs']",Freakin' Frog
K6ysT5cU-5b63cgk78vIdw,36.114035,-115.128016,2.0,8,"[u'Discount Store', u'Shopping']",Dollar General Market
3rkxTx8DoZSl7_FryhXCVQ,36.1041299,-115.1377251,3.5,34,"[u'Restaurants', u'Chinese']",Jugoo Chinese Restaurant
Jp0RkjqXMK3t-8hNtCjcLA,36.0633189,-115.0525302,4.0,9,"[u'Flooring', u'Home Services']",Prestige Tile Works
L000BhgiQLus5ytF3BD7QQ,36.144931,-115.303816,4.5,44,"[u'Dentists', u'Health & Medical', u'Cosmetic Dentists', u'General Dentistry']","Jeffrey N Suffoletta, DMD"
6jZmTeUZ8FYR3aBGjukOZg,36.1448368,-115.2651803,5.0,4,"[u'Active Life', u'Fitness & Instruction', u'Trainers']",Body By Diane
Tb-hJmtCZhjVcRzTZicNpw,36.1405381,-115.1426058,5.0,10,"[u'Books', u'Mags', u'Music & Video', u'Arts & Entertainment', u'Comic Books', u'Cinema', u'Shopping']",The Sci-Fi Center
kJl3l4fSa2spv_Mkhgogmg,36.1430355663,-115.13705937,3.5,103,"[u'Filipino', u'Restaurants']",Ito'y Sariling Atin
CCNp1qS8n2gh51X7Wadabw,36.1362847,-115.1514119,2.0,60,"[u'Mexican', u'Restaurants']",Vince Neil's Tatuado Cantina
114mOuMrfBPNiADyfVag2Q,36.1075601,-115.1524761,4.5,8,"[u'Food', u'Convenience Stores', u'Grocery']",St Tropez Convenience Mart
rECgTdKelvefty5JIXHDbg,36.1257455,-115.2718422,2.0,36,"[u'Fast Food', u'Restaurants', u'Burgers']",McDonald's
piAAi-H1MDh4mOXPgu3okA,36.0269240617,-114.774727821,4.0,50,"[u'Tours', u'Active Life', u'Boating', u'Event Planning & Services', u'Hotels & Travel', u'Boat Charters']",Lake Mead Cruises
CcexolMVOv-VFzOGaIDG7A,36.1841442,-115.0627713,4.5,9,"[u'Pets', u'Bird Shops', u'Pet Breeders', u'Pet Services', u'Pet Stores']",Bird Farm
6LZEU5usBZ8oK8g3F8msHA,36.0648365484,-115.151221454,1.0,5,[u'Professional Services'],Resortcom International
-J3xA1l4Lj2dZ90Nrn-H_w,36.1108454,-115.1187693,5.0,3,"[u'Health & Medical', u'General Dentistry', u'Dentists']","James M Heltzel, DMD AIAOMT"
OCG5VzDV4oCQj7yz6VuCBw,36.0325192,-114.9826342,4.0,4,"[u'Cosmetics & Beauty Supply', u'Shopping', u'Beauty & Spas']",Sweet Bubble Soap Cafe
0Ja-QPfQTdprDi0dX0p-Yw,36.175,-115.136389,3.5,3,"[u'Photographers', u'Event Planning & Services']",Jennifer Chamberlin Photography
EYl1CXuOjB-l2XgN5pmNJg,36.239473,-115.2265117,3.0,10,"[u'Shopping', u'Mobile Phones']",T-Mobile
pfzdsClIpTROIwW2O0iJgQ,36.2213683,-115.2152267,4.0,7,"[u'Tires', u'Automotive']",Aldana Tire
-ml57G52t4mQpYRHe54HWQ,35.9983694,-115.1018612,4.0,77,"[u'Nail Salons', u'Beauty & Spas']",New Horizon Nails & Spa
gHyD2aiLSjlZIRQGep_vIw,36.1022543,-115.1699583,5.0,4,"[u'Local Services', u'Shoe Shine']",MGM Grand Shoe Shine Stand
mB_cI1tCrNxxvr2e2myNrQ,36.108719,-115.1721291,3.0,76,"[u'Mexican', u'Restaurants', u'Fast Food']",Taco Bell Cantina
Pob7ibbNT29--69nxXEP2g,36.1100836838,-115.173179008,4.0,904,"[u'Bars', u'Nightlife', u'Lounges']",The Chandelier
Au_1b_Sbquv4pAksbJY9FQ,36.2153701,-114.9872821,5.0,5,"[u'Party & Event Planning', u'Party Equipment Rentals', u'Event Planning & Services', u'Party Supplies', u'Wedding Planning', u'Kids Activities', u'Active Life']",Starry Eyed Events
KB0BJKhyUG0EnomrrlOEiw,35.9857805002,-115.193836341,5.0,47,"[u'Home Cleaning', u'Local Services', u'Carpet Cleaning', u'Home Services', u'Furniture Reupholstery', u'Air Duct Cleaning']",Eco Clean
5oQZWioej5pauVp7wxSV7w,35.9786011827,-115.099240243,2.5,3,"[u'Barbers', u'Beauty & Spas']",Great Clips
KaGZE0_o1EmmSN4Fo_cpUw,36.0954151675,-115.174970342,3.0,198,"[u'Nightlife', u'Food', u'American (Traditional)', u'Restaurants', u'Sports Bars', u'Burgers', u'Bars', u'Beer', u'Wine & Spirits']",Public House
AxXcGjLCTVkeLwPRMHVL8Q,36.1599932,-115.3500788,5.0,91,"[u'Home Services', u'Home Inspectors']",Home Pride Inspections
RxZpGcmMmUUlLn8c6RTk8w,36.160552,-115.318872,3.5,13,"[u'Food', u'Vegetarian', u'Vegan', u'Restaurants', u'American (New)']",My Healthy Meal
jpKWhKMWlOpTH14XW-NwQQ,36.1149405,-115.1720257,3.5,174,"[u'Swimming Pools', u'Active Life']",Drai's Beach Club
TAHhg-VsB453hLcWSYgFjA,36.11289,-115.171282,5.0,4,"[u'Jewelry', u'Shopping']",Lono God of Peace
thYFV4eaqzw77QkQiJj2Fw,36.1107749,-115.1721858,3.0,4,"[u'Shopping', u'Sporting Goods']",Tristar Sports Memorabilia
_pBXtjN43eqMV0XZTz7nmw,36.1268841326,-115.167014281,3.5,794,"[u'Dance Clubs', u'Nightlife']",Surrender Nightclub
8cn8zqkyz-UpGKXcKeIRYA,36.121428,-115.169617,2.0,6,"[u'Japanese', u'Restaurants']",Wasabi Jane's Venetiaen
F7E3qP0oz_SuVGZGL0D8Zw,36.1354133,-115.1600836,3.0,3,"[u'Restaurants', u'Italian']",Ristorante Italiano
FBhJAxq--c-bAvxXZKP7CA,36.117966,-115.174839,3.5,12,"[u'Fashion', u""Men's Clothing"", u'Shopping', u""Women's Clothing""]",Brooks Brothers
achnwnUBIwMvz7rLUrGhwA,36.2769844,-115.2793162,2.0,11,"[u'Gas & Service Stations', u'Automotive']",Chevron - Terrible Herbst
5PD6FDa_03U6NXrd7E4yGA,35.9710913295,-114.855527135,4.5,41,"[u'Museums', u'Arts & Entertainment']",Nevada Southern Railway
xRXXeb8yZ0W_NBSwAqFV9g,36.1370959,-115.1696758,3.0,11,"[u'Nightlife', u'Sports Bars', u'Bars', u'Beer Bar']",Fieldhouse
QVcSKzl47nrO_LWFzz5AJQ,36.1517469,-115.2053706,5.0,4,"[u'Restaurants', u'American (Traditional)', u'Persian/Iranian', u'Food Stands']",Cactus Cafe
1tNVPumjvFErYjvSXbOQ6Q,36.1448952,-115.2001708,2.0,8,"[u'Restaurants', u'Burgers', u'Fast Food']",Wendy's
hBYT8fCLe4wfbZO7p6ZE-A,36.1427849,-115.2062979,2.5,17,"[u'Hobby Shops', u'Shopping']",Hobby People
OsCVYTo1rXOJbHzazbeptQ,36.1435479,-115.2038659,1.5,3,"[u'Local Services', u'Laundry Services']",Sahara Laundry
neNcQe44lqqBOpxRZPD6zA,36.1308989,-115.1907846,4.0,4,"[u'Automotive', u'Auto Parts & Supplies']",Las Vegas Car Care
GmR-E-0XHfGh8tSbJvfiQw,36.1741303,-115.0622372,2.5,3,"[u'Pets', u'Pet Services']",Sunrise Grooming
_TGcRp4wyVbvvDsEHXf0Zw,35.9418754944,-115.116038918,3.0,5,"[u'Financial Services', u'Banks & Credit Unions']",Bank Of America
X3ixtoD0xjiVtxROlU_2wg,36.2611679707,-115.181648843,4.5,3,"[u'Massage Therapy', u'Reflexology', u'Health & Medical', u'Beauty & Spas', u'Massage']",Lilac Massage
omh_or5Pee_OFDwiHbqJHA,36.1173756,-115.0972824,3.5,3,"[u'Health & Medical', u'Retirement Homes', u'Home Health Care', u'Assisted Living Facilities']",Pacifica Senior Living Regency
4jIEjrOAI8lrRPw8CiL00w,36.0558874,-115.287817,5.0,4,"[u'Real Estate Services', u'Home Services', u'Real Estate', u'Real Estate Agents']",DC Carson - HomeSmart Encore
dCj9iQfjVGFETaXuhB63Gw,35.9995957,-115.1025168,3.5,38,"[u'Fitness & Instruction', u'Gyms', u'Active Life']",Fitness 19
QKS7oKxe6bw08QNjFOi55Q,35.9928901,-115.1026818,3.0,27,"[u'Smog Check Stations', u'Car Wash', u'Oil Change Stations', u'Auto Repair', u'Automotive']",Auto Tech
Q4VIIZKoUs6nepkTYYn88A,36.0213103,-115.0863042,3.5,18,"[u'Ice Cream & Frozen Yogurt', u'Food']",Josies Frozen Yogurt
syNB957bkdanLVhC0f28nw,36.0059007,-115.1118635,4.0,25,"[u'Lebanese', u'Restaurants', u'American (New)', u'Mediterranean', u'Middle Eastern']",Shawarma Plus
_V1Xu-G85QU5sKaHIXO9iA,36.1444044,-115.164856,4.5,4,"[u'Adult Entertainment', u'Nightlife']",Crazy Horse Too
J-A-VaoAvm3hMIb7VBJqHQ,36.2088268904,-115.293496677,3.0,7,"[u'Health & Medical', u'Psychiatrists', u'Doctors']","Cohen Marcia BS,RN,APRN"
_WEZNXybW8cu1T1KAiY08w,36.0946344879,-115.174006601,2.5,23,"[u'Ice Cream & Frozen Yogurt', u'Juice Bars & Smoothies', u'Desserts', u'Food']",Blizz Frozen Yogert & Desserts
eHOb3yKoLI-y_nX_wLY5xg,36.0809667,-115.2244853,4.0,44,"[u'Pet Groomers', u'Pet Services', u'Pets']",Pampered Pets On Wheels
0xQp-EkyyNpFLrh_h64_xA,36.092494,-115.207833,1.0,3,"[u'Automotive', u'Auto Repair', u'Smog Check Stations']",The Auto Clinic
ExdH6J3FohY-gDMGBaRJ1g,36.0864569,-115.2437024,4.5,28,"[u'Food', u'Desserts', u'Ice Cream & Frozen Yogurt', u'Coffee & Tea']",Mixers Ice Cream & Coffee
X_EBs3ShGJmehqzfuciEAA,36.2476102,-115.1534549,4.0,14,"[u'Nightlife', u'Sports Bars', u'Pubs', u'Bars']",Scoundrels Pub
01aNlDhbMObjc9OdAHuNpQ,36.0335051305,-114.985688059,4.0,36,"[u'Restaurants', u'Chinese']",Rose Garden Chinese Restaurant
eAOeLKYlPC8pYxI0RDXoVg,36.1165487,-115.0881146,4.5,15,"[u'Professional Services', u'Plumbing', u'Home Services', u'Water Heater Installation/Repair']",Adaven Plumbing Inc
RTeuszTkjr1hnzKLAqJ-sw,36.1384622,-115.1729128,5.0,5,"[u'Automotive', u'Car Dealers', u'Auto Loan Providers']",Las Vegas Auto Sales
k3Tzmegzh58-KV5AHv5hJQ,36.1646405,-115.2458821,2.0,9,"[u'Furniture Stores', u'Shopping', u'Home & Garden']",JCPenney
cJ5i4V6_VKjkOeEHD4ENeQ,36.05545,-115.27919,3.0,27,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']",Taco Bell
9rCwVvvxEqjRZC-J72NOBg,36.1428225,-115.2882531,3.5,3,"[u'Dentists', u'Oral Surgeons', u'Health & Medical', u'General Dentistry']","Samuel Kim, DDS"
tstimHoMcYbkSC4eBA1wEg,36.1955918,-115.04046,4.5,120,"[u'Restaurants', u'Mexican']",Mama Maria's Mexican Restaurant
L7kKW_HkKXffC7OnJTmLug,35.9833447,-115.1825223,2.5,3,"[u'Self Storage', u'Local Services']",Life Storage
FZDcm4f7aOvYK7aD7aBtvA,36.1714276,-115.2450798,2.5,12,"[u'Restaurants', u'Pizza']",Ray's Pizzeria and Restaurant
o8k_ORo-H8GzrSDQfgcPUw,36.0140801,-115.1590178,2.5,11,"[u'Apartments', u'Home Services', u'Real Estate']",Lyric
u46u7wkAm6C_o-SxLY_BOA,36.0121485,-115.15323,5.0,19,"[u'Lounges', u'Hookah Bars', u'Nightlife', u'Bars']",Oasis Hookah Lounge
xSiA61geiqj7ZCDEGf-yjg,36.1893827,-115.2069961,3.5,3,"[u'Auto Parts & Supplies', u'Automotive']",Carquest Auto Parts
OQcvO5P3gH0cuJ-bPXwfQQ,36.1947007117,-115.205170581,5.0,40,"[u'Restaurants', u'Mexican']",Mi Pueblo Taco Shop
suYT-HxZiLe7nFFPqYDwig,36.1951244301,-115.207475737,3.5,10,"[u'Arts & Crafts', u'Fabric Stores', u'Shopping']",Hancock Fabrics
8jj6dYkZtxTCsq_Y-C_DtQ,36.1050259,-115.1359481,4.5,22,"[u'Restaurants', u'Sandwiches', u'Fast Food', u'Pizza']",iCheese Pizza & Sub
3UR01gZf9wDku5dBORAKZQ,36.0701647,-115.0436582,4.0,14,"[u'Pediatric Dentists', u'Health & Medical', u'Dentists']",Galleria Pediatric Dentistry
2TFmNewkeZVUXXrHjfHPAQ,36.0648674,-115.0390976,2.0,32,"[u'Beauty & Spas', u'Nail Salons']",Desert Nails
Pw4mHUw57zDXFHw6syXwLA,36.0559251787,-115.053645233,5.0,3,"[u'Beauty & Spas', u'Makeup Artists', u'Hair Stylists', u""Men's Hair Salons"", u'Hair Salons']",Tiffani With An Eye
zacf6bPRKSqmOYWHch0jLg,36.0705173,-115.0832664,4.0,15,"[u'Public Services & Government', u'Libraries']",Green Valley Library
QyK4roe68JzIxsSwVWKcdA,36.0677998683,-115.070135672,4.0,77,"[u'Smog Check Stations', u'Automotive', u'Auto Repair', u'Oil Change Stations']",Purrfect Auto Service
2D4mJtcmvmL_9KzV5syLjg,36.0209176,-115.2672983,5.0,4,"[u'Active Life', u'Fitness & Instruction', u'Martial Arts', u'Summer Camps', u'Gyms']",Martial Arts Center MAC Taekwondo
8-XYhih_12vBw4_IIvxiHQ,36.1298756,-115.2445306,2.5,10,"[u'Pain Management', u'Doctors', u'Health & Medical']",Southern Nevada Pain Center
DO3FefiMYiPYsEl6O8W2dw,36.1434735,-115.2622382,4.5,82,"[u'Chicken Wings', u'Barbeque', u'Restaurants']",The Las Vegas Grille
mTSkwV_Chg0u3bIBQO77Fg,36.073299,-115.19632,1.0,5,"[u'Heating & Air Conditioning/HVAC', u'Plumbing', u'Home Services']",Broward Factory
ByZqKWPHtthbujgbxR87yw,36.076215,-115.203083,2.0,20,"[u'Home Services', u'Heating & Air Conditioning/HVAC', u'Plumbing', u'Building Supplies']","Hawthorne Plumbing, Heating & Cooling"
jU1hiD6AmGZxruueTB0p9g,36.0890492,-115.0609492,3.5,3,"[u'Real Estate', u'Apartments', u'Home Services']",Hacienda Heights Apartment Homes
XG02OwHsKoTBXKgy7Y6ADQ,36.0291595459,-115.116607666,3.5,3,"[u'Event Planning & Services', u'Venues & Event Spaces']",Premier Banquets
os_m94NtcG7JQg095WdggQ,36.1005561,-115.304891,5.0,3,"[u'Shopping', u'Food', u'Tabletop Games', u'Coffee & Tea']",Groundswell Cafe
ICWQfTi_Dvo723ZJicR8Vw,36.1010606055,-115.280462827,3.5,48,"[u'Ethnic Grocery', u'Specialty Food', u'Food', u'International Grocery', u'Ethnic Food', u'Imported Food', u'Filipino', u'Restaurants', u'Grocery', u'Seafood']",Island Pacific Seafood Market
q4i-GbjeSp6ucBDXGE9DqA,36.1440225,-115.195896,4.5,21,"[u'Thai', u'Restaurants', u'Noodles']",Imsiam Thai Restaurant and Noodle
Oy7IBK9CcfnBrP5EZaOEiQ,36.1462673,-115.1829873,4.0,17,"[u'Home Services', u'Fireplace Services']",Joel's Fireplace Repair & Renewal
WcbRvWaQ6vKxsWPzLyzMQg,36.0635111,-115.2507719,3.0,33,"[u'Shopping', u'Books', u'Mags', u'Music & Video', u'Videos & Video Game Rental']",Gamestop
d6IEJlko5JYZTjO8v8MuQw,36.078093,-115.277923,4.5,71,"[u'Orthodontists', u'Health & Medical', u'Pediatric Dentists', u'Dentists']",Floss Dental and Orthodontics
UWqwC68hvQmor1lX9XZNcA,36.1580433,-115.0460999,3.5,11,"[u'Tanning', u'Beauty & Spas']",Bodyheat Tanning
sM43AJF72Lv7RVsy3jEuIg,36.0554554752,-115.241407124,3.0,15,"[u'Sandwiches', u'Restaurants', u'Fast Food']",Subway
QC_KrEEakL-baYfnTXw2FQ,36.0552438,-115.2258702,4.0,107,"[u'Electronics Repair', u'Local Services', u'Computers', u'Mobile Phone Repair', u'Professional Services', u'IT Services & Computer Repair', u'Shopping']",Wireless Doctor Computer Solutions
OJGJLT36dXWB_rOXK2aj-A,36.130441,-115.243447,5.0,8,"[u'Dentists', u'General Dentistry', u'Health & Medical']",All Smiles Dental
Z-HBlvDt0YPqbNa--p5DzQ,36.1456449,-115.2413708,4.0,49,"[u'Auto Glass Services', u'Body Shops', u'Automotive', u'Auto Detailing']",Swat Motorsports
9DazbMJ-xfRhSQH0xtGFSQ,36.3255827,-115.2896852,5.0,3,"[u'Gift Shops', u'Florists', u'Flowers & Gifts', u'Shopping']",I Do Wedding Flowers
Xf9upTaNn5sbD2rzo-h9Hg,36.142019,-115.120134,3.0,40,"[u'Fitness & Instruction', u'Gyms', u'Trainers', u'Active Life']",24 Hour Fitness
YxSEBWYilauJYT8dcdU9cA,36.1249276,-115.1354186,5.0,8,"[u'Shopping', u'Customized Merchandise', u'Jewelry', u'Fashion', u'Accessories']",Pharaoh Beads
h4LcNjQum23Deg8j2E5tPw,36.0561222,-115.2812612,5.0,4,"[u'Hair Salons', u'Beauty & Spas', u'Makeup Artists', u'Hair Stylists']",Stardust Salon / Anna Ware
1f9jrB7LDPZGS2AXW0o67A,36.17311,-115.125401,2.5,3,"[u'Nightlife', u'Dance Clubs']",Club Azul
hGlGU2qhae6Hf1Po8MrHxw,36.1697096,-115.1236952,2.0,5,"[u'Radio Stations', u'Mass Media']",Kveg Hot 97.5
ygNDFa6loTMbTovLa1UBCg,36.2737596,-115.2528814,4.0,15,"[u'Local Services', u'IT Services & Computer Repair', u'Mobile Phone Repair', u'Computers', u'Data Recovery', u'Shopping']",Gadget Experts Computer Solutions
-It8eqCz-Jo83vJhgK1vDw,36.0840574414,-115.137729272,3.5,8,"[u'Local Services', u'Airports', u'Hotels & Travel']",TSA Checkpoint - Terminal 3
BmyRJmbVm4jGlkXg4ncLJQ,36.1915723,-115.2593102,3.0,38,"[u'Mexican', u'Restaurants']",Fiesta Chips & Salsa
f9sU31meK0bqAD7922sCog,36.1081923221,-115.176013461,4.0,917,"[u'Mediterranean', u'Restaurants', u'American (New)']",Sage
Do4n_yK_K6DmR9_Es5qwlA,36.1265953,-115.1653652,3.5,148,"[u'Restaurants', u'Desserts', u'Coffee & Tea', u'Food', u'Sandwiches', u'Delis', u'Cafes']",Drugstore Cafe
5iSmZO0SrKU6EoXK_1M8Kw,36.1051256,-115.1752326,3.0,2080,"[u'Event Planning & Services', u'Hotels & Travel', u'Resorts', u'Hotels', u'Casinos', u'Arts & Entertainment']",Monte Carlo Hotel And Casino
xkVMIk_Vqh17f48ZQ_6b0w,36.102918,-115.169751,4.0,1915,"[u'Steakhouses', u'Restaurants', u'Cheesesteaks', u'Food', u'American (New)', u'Desserts']",Tom Colicchio's Craftsteak
gRO2G0XEsB8xz1ZRHOEw3Q,36.1378447,-115.1654364,3.0,4,"[u'Shopping', u'Fashion']",Vittorio
nQk2Xy_HlAmZCyYvgLpuZw,35.9984819,-115.1043231,3.5,9,"[u'Automotive', u'Gas & Service Stations', u'Food', u'Convenience Stores', u'Car Wash']",Get N Go
mgc8BmE6Tdt4MVOy6siZoA,36.1272241,-115.1715512,2.5,35,"[u'Food Court', u'Restaurants', u'Food']",Food Court at Fashion Show Mall
Uux8P1ruzjPTQgOeYx68rg,36.1181654,-115.1706363,3.5,63,"[u'Cafes', u'Coffee & Tea', u'Food', u'Breakfast & Brunch', u'Restaurants']",Nook Café
BvV9SSaQhC4fvpC3XyQjjA,36.1067305,-115.1719754,4.0,4,"[u'Hawaiian', u'Italian', u'Restaurants']",Island Flavor
FbTsqA8FKTwL46eySoaTjA,36.1173432,-115.1763623,4.0,4,"[u'Department Stores', u'Fashion', u'Shopping']",Playboy
FFhVWAEz3nUy_4JEssvlvQ,36.1107323,-115.1722365,3.5,3,"[u'Shopping', u'Art Galleries', u'Arts & Entertainment']",Wyland Galleries
